epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,596.336,0.36563,0.34916,0.49763,0.86426,0.80097,0.94325,0.93189,0.89122,0.80097,0.94325,0.93189,0.90431,0.31767,0.21971,1.22836,0.86667,0.00130828,0.00130828,0.00130828
130,600.919,0.35587,0.33804,0.48917,0.86554,0.84963,0.88333,0.9044,0.84934,0.84963,0.88333,0.9044,0.86603,0.40265,0.37621,0.92603,0.92053,0.00130733,0.00130733,0.00130733
131,605.507,0.34009,0.3109,0.44635,0.86166,0.88204,0.96667,0.95854,0.93436,0.88204,0.96667,0.95854,0.93864,0.27503,0.23734,0.95169,0.85093,0.00130639,0.00130639,0.00130639
132,610.099,0.36015,0.31171,0.49226,0.87761,0.87156,1,0.94535,0.92647,0.87156,1,0.94535,0.92469,0.27064,0.22775,1.12806,0.84934,0.00130545,0.00130545,0.00130545
133,614.686,0.37493,0.29857,0.55019,0.8867,0.87276,0.98333,0.96516,0.93464,0.87276,0.98333,0.96516,0.94362,0.29366,0.24544,1.01974,0.87148,0.00130451,0.00130451,0.00130451
134,619.285,0.36145,0.29844,0.4526,0.87428,0.85211,0.91103,0.95087,0.90538,0.85211,0.91103,0.95087,0.9224,0.30143,0.22691,1.13493,0.87009,0.00130356,0.00130356,0.00130356
135,623.878,0.38576,0.31351,0.49177,0.88548,0.88795,0.98139,0.95888,0.90964,0.88795,0.98139,0.95888,0.91074,0.34389,0.25312,1.0987,0.87407,0.00130262,0.00130262,0.00130262
136,628.478,0.34649,0.28954,0.45957,0.86764,0.8494,0.97415,0.94945,0.91857,0.8494,0.97415,0.94945,0.91999,0.29429,0.23436,0.9984,0.85997,0.00130168,0.00130168,0.00130168
137,633.081,0.36753,0.30761,0.48245,0.86598,0.88899,0.943,0.94817,0.91728,0.88899,0.943,0.94817,0.9175,0.29454,0.27309,0.92914,0.86761,0.00130073,0.00130073,0.00130073
138,637.678,0.36416,0.31508,0.46545,0.87416,0.88624,0.9509,0.9698,0.95207,0.88624,0.9509,0.9698,0.95354,0.28919,0.20498,0.90166,0.85323,0.00129979,0.00129979,0.00129979
139,642.287,0.34479,0.30539,0.45078,0.86282,0.92604,0.91857,0.9617,0.91958,0.92604,0.91857,0.9617,0.93739,0.28603,0.20794,0.71714,0.87144,0.00129885,0.00129885,0.00129885
140,646.884,0.37298,0.30126,0.44468,0.91044,0.8697,0.9595,0.96701,0.94508,0.8697,0.9595,0.96701,0.94119,0.29547,0.22147,0.9042,0.85753,0.0012979,0.0012979,0.0012979
141,651.488,0.35592,0.30808,0.44523,0.86431,0.92309,0.9834,0.98793,0.95378,0.92309,0.9834,0.98793,0.95886,0.32431,0.22888,0.79274,0.85744,0.00129696,0.00129696,0.00129696
142,656.215,0.34529,0.30676,0.41323,0.85314,0.90086,1,0.97946,0.95973,0.90086,1,0.97946,0.95136,0.26297,0.22336,0.8592,0.8421,0.00129602,0.00129602,0.00129602
143,660.827,0.30842,0.30126,0.4443,0.87178,0.90906,0.93916,0.97372,0.95196,0.90906,0.93916,0.97372,0.95065,0.25901,0.21536,0.86341,0.84145,0.00129507,0.00129507,0.00129507
144,665.431,0.35704,0.27617,0.47386,0.88886,0.85209,0.96561,0.97733,0.95387,0.85209,0.96561,0.97733,0.96122,0.25465,0.19445,1.06942,0.83366,0.00129413,0.00129413,0.00129413
145,670.136,0.34795,0.28766,0.51735,0.86873,0.90481,0.98333,0.97542,0.94206,0.90481,0.98333,0.97542,0.94703,0.29402,0.20325,0.85669,0.85862,0.00129319,0.00129319,0.00129319
146,674.737,0.35814,0.31004,0.47486,0.8746,0.83245,1,0.94761,0.92325,0.83245,1,0.94761,0.92726,0.26345,0.22252,1.19804,0.85493,0.00129224,0.00129224,0.00129224
147,679.331,0.30677,0.2802,0.41099,0.84221,0.92307,0.95875,0.98556,0.94271,0.92307,0.95875,0.98556,0.9674,0.29835,0.20244,0.78778,0.86482,0.0012913,0.0012913,0.0012913
148,683.944,0.34462,0.33442,0.49905,0.858,0.91827,0.9755,0.98071,0.94713,0.91827,0.9755,0.98071,0.95586,0.30642,0.24401,0.76748,0.85687,0.00129036,0.00129036,0.00129036
149,688.559,0.35181,0.32092,0.46814,0.86904,0.86771,0.97276,0.97384,0.95675,0.86771,0.97276,0.97384,0.95819,0.24932,0.21038,1.27007,0.8395,0.00128942,0.00128942,0.00128942
150,693.16,0.33605,0.32814,0.45008,0.85386,0.86745,0.93701,0.95697,0.92963,0.86745,0.93701,0.95697,0.92923,0.27303,0.22874,1.08184,0.85485,0.00128847,0.00128847,0.00128847
151,697.769,0.3632,0.3378,0.43714,0.86929,0.90292,0.94561,0.95223,0.91567,0.90292,0.94561,0.95223,0.92977,0.30415,0.23308,0.95395,0.86946,0.00128753,0.00128753,0.00128753
152,702.384,0.35489,0.31192,0.42475,0.86244,0.8664,0.91667,0.95433,0.93346,0.8664,0.91667,0.95433,0.93055,0.30837,0.25002,1.22252,0.85779,0.00128659,0.00128659,0.00128659
153,707.011,0.32872,0.28934,0.42549,0.84454,0.87818,0.94881,0.9708,0.94812,0.87818,0.94881,0.9708,0.95284,0.28241,0.2017,0.87585,0.84538,0.00128564,0.00128564,0.00128564
154,711.621,0.36226,0.33829,0.50407,0.86534,0.84251,0.98333,0.97074,0.9469,0.84251,0.98333,0.97074,0.94124,0.28455,0.22076,1.04034,0.84221,0.0012847,0.0012847,0.0012847
155,716.228,0.34488,0.30525,0.48245,0.87649,0.90803,0.95661,0.96587,0.94644,0.90803,0.95661,0.96587,0.94222,0.27551,0.22035,0.89786,0.85161,0.00128376,0.00128376,0.00128376
156,720.823,0.35023,0.32128,0.47966,0.87461,0.91234,0.97231,0.96631,0.93924,0.91234,0.97231,0.96631,0.94014,0.27028,0.20964,1.01027,0.84626,0.00128281,0.00128281,0.00128281
157,725.408,0.35395,0.31412,0.46282,0.89574,0.9094,0.95422,0.97263,0.95032,0.9094,0.95422,0.97263,0.95411,0.25638,0.22274,0.97367,0.84644,0.00128187,0.00128187,0.00128187
158,730.016,0.33872,0.27304,0.45893,0.87572,0.88742,0.9526,0.98116,0.95124,0.88742,0.9526,0.98116,0.94669,0.3272,0.24168,0.89061,0.87032,0.00128093,0.00128093,0.00128093
159,734.613,0.35994,0.28945,0.44902,0.87426,0.89469,0.94624,0.92735,0.90275,0.89469,0.94624,0.92735,0.90891,0.26569,0.23855,0.8984,0.8469,0.00127998,0.00127998,0.00127998
160,739.242,0.34358,0.30646,0.44363,0.85973,0.90773,0.98549,0.96394,0.94856,0.90773,0.98549,0.96394,0.94409,0.23988,0.22206,0.79947,0.83483,0.00127904,0.00127904,0.00127904
161,743.853,0.33858,0.30331,0.41915,0.87002,0.90787,0.92006,0.9691,0.93849,0.90787,0.92006,0.9691,0.94652,0.30326,0.2379,0.97961,0.85143,0.0012781,0.0012781,0.0012781
162,748.446,0.33757,0.28432,0.43606,0.85177,0.8789,1,0.97233,0.949,0.8789,1,0.97233,0.95431,0.31128,0.21883,1.02746,0.85863,0.00127715,0.00127715,0.00127715
163,753.043,0.32637,0.30779,0.39158,0.8728,0.88436,0.98333,0.9651,0.9278,0.88436,0.98333,0.9651,0.93661,0.31448,0.25217,1.09102,0.8626,0.00127621,0.00127621,0.00127621
164,757.661,0.32588,0.29564,0.38729,0.86908,0.87745,0.96667,0.95853,0.92756,0.87745,0.96667,0.95853,0.93335,0.31172,0.2153,0.88257,0.85212,0.00127527,0.00127527,0.00127527
165,762.257,0.34723,0.32312,0.39272,0.86546,0.86963,0.96646,0.9706,0.94123,0.86963,0.96646,0.9706,0.95098,0.31736,0.22635,1.01031,0.86388,0.00127433,0.00127433,0.00127433
166,766.859,0.33894,0.29545,0.43851,0.87705,0.85223,0.93764,0.94361,0.92441,0.85223,0.93764,0.94361,0.91316,0.26619,0.27369,0.92583,0.83932,0.00127338,0.00127338,0.00127338
167,771.454,0.33106,0.29034,0.45417,0.8608,0.82827,0.99631,0.9605,0.94734,0.82827,0.99631,0.9605,0.93235,0.25473,0.24781,1.13361,0.83643,0.00127244,0.00127244,0.00127244
168,776.049,0.31318,0.28517,0.45167,0.83515,0.90842,0.85,0.9619,0.94113,0.90842,0.85,0.9619,0.93039,0.25717,0.2587,1.38865,0.83219,0.0012715,0.0012715,0.0012715
169,780.664,0.30455,0.28726,0.42354,0.86087,0.87726,0.98134,0.97299,0.9615,0.87726,0.98134,0.97299,0.95065,0.24142,0.21872,1.11827,0.82146,0.00127055,0.00127055,0.00127055
170,785.262,0.33723,0.31423,0.42618,0.8733,0.91417,0.98333,0.96996,0.95508,0.91417,0.98333,0.96996,0.94914,0.2395,0.23114,0.85828,0.83256,0.00126961,0.00126961,0.00126961
171,789.871,0.34381,0.31771,0.46811,0.8559,0.87739,0.9,0.97051,0.9504,0.87739,0.9,0.97051,0.94944,0.26954,0.21629,1.2091,0.84816,0.00126867,0.00126867,0.00126867
172,794.472,0.32384,0.31173,0.40637,0.85633,0.92312,0.91667,0.96661,0.94312,0.92312,0.91667,0.96661,0.94884,0.26121,0.24512,0.95343,0.84659,0.00126772,0.00126772,0.00126772
173,799.061,0.33944,0.33151,0.43751,0.85852,0.90673,0.97662,0.96621,0.94947,0.90673,0.97662,0.96621,0.94529,0.24414,0.21593,1.0069,0.83886,0.00126678,0.00126678,0.00126678
174,803.67,0.32298,0.30837,0.38105,0.85145,0.86135,0.99623,0.96538,0.93945,0.86135,0.99623,0.96538,0.93792,0.29632,0.25827,0.6991,0.85074,0.00126584,0.00126584,0.00126584
175,808.271,0.30722,0.28036,0.3941,0.84887,0.85957,0.95,0.98314,0.95167,0.85957,0.95,0.98314,0.95808,0.26131,0.2515,1.33941,0.83937,0.00126489,0.00126489,0.00126489
176,812.875,0.32235,0.28699,0.42125,0.86348,0.98591,0.94503,0.99421,0.96826,0.98591,0.94503,0.99421,0.96409,0.2723,0.20069,0.66794,0.83236,0.00126395,0.00126395,0.00126395
177,817.6,0.3144,0.27069,0.39915,0.85479,0.91065,0.93093,0.97438,0.95946,0.91065,0.93093,0.97438,0.9537,0.23601,0.23527,0.88394,0.82217,0.00126301,0.00126301,0.00126301
178,822.211,0.35358,0.33851,0.42583,0.87489,0.91165,0.94147,0.98631,0.97489,0.91165,0.94147,0.98631,0.95708,0.26523,0.22575,0.9094,0.84012,0.00126206,0.00126206,0.00126206
179,826.84,0.34432,0.30873,0.41642,0.86496,0.91727,0.96667,0.98485,0.96954,0.91727,0.96667,0.98485,0.95658,0.27638,0.22044,0.78244,0.84194,0.00126112,0.00126112,0.00126112
180,831.44,0.31427,0.29609,0.40002,0.86304,0.85593,0.91667,0.96223,0.9518,0.85593,0.91667,0.96223,0.94532,0.25407,0.21375,1.25662,0.83395,0.00126018,0.00126018,0.00126018
181,836.049,0.34285,0.29656,0.40507,0.86767,0.8533,1,0.96033,0.93066,0.8533,1,0.96033,0.92977,0.29864,0.22562,1.00065,0.84056,0.00125923,0.00125923,0.00125923
182,840.649,0.32227,0.31017,0.38563,0.85389,0.90129,0.90162,0.97992,0.94779,0.90129,0.90162,0.97992,0.95193,0.30231,0.23208,0.79344,0.84612,0.00125829,0.00125829,0.00125829
183,845.257,0.31327,0.29764,0.4085,0.86637,0.89977,0.93877,0.98344,0.96055,0.89977,0.93877,0.98344,0.95914,0.26383,0.24591,0.83466,0.84048,0.00125735,0.00125735,0.00125735
184,849.86,0.34153,0.32566,0.4111,0.8451,0.89987,0.95434,0.97798,0.94673,0.89987,0.95434,0.97798,0.95349,0.29623,0.26071,0.76776,0.84826,0.00125641,0.00125641,0.00125641
185,854.472,0.33977,0.30381,0.38592,0.84985,0.90437,0.98333,0.97487,0.94966,0.90437,0.98333,0.97487,0.95499,0.27384,0.2555,0.8781,0.8455,0.00125546,0.00125546,0.00125546
186,859.069,0.3681,0.30872,0.43222,0.89278,0.9695,0.91295,0.97972,0.94425,0.9695,0.91295,0.97972,0.94907,0.30889,0.25486,0.9523,0.86077,0.00125452,0.00125452,0.00125452
187,863.671,0.33383,0.29569,0.39491,0.87177,0.90005,0.97432,0.98234,0.96737,0.90005,0.97432,0.98234,0.96089,0.25779,0.24681,0.76859,0.83528,0.00125358,0.00125358,0.00125358
188,868.286,0.30482,0.29079,0.35894,0.84092,0.9239,0.91859,0.97815,0.9486,0.9239,0.91859,0.97815,0.95716,0.30621,0.26429,0.95673,0.85342,0.00125263,0.00125263,0.00125263
189,872.886,0.34802,0.27839,0.40231,0.86873,0.90521,0.94149,0.96754,0.9366,0.90521,0.94149,0.96754,0.94493,0.32496,0.24715,0.87172,0.86385,0.00125169,0.00125169,0.00125169
190,877.469,0.33066,0.30885,0.36775,0.88385,0.90156,0.95372,0.94915,0.93532,0.90156,0.95372,0.94915,0.922,0.24872,0.23332,0.94221,0.82941,0.00125075,0.00125075,0.00125075
191,882.072,0.33695,0.27631,0.38562,0.87314,0.88258,0.93333,0.95087,0.93014,0.88258,0.93333,0.95087,0.92709,0.26001,0.22976,1.03035,0.83243,0.0012498,0.0012498,0.0012498
192,886.666,0.32886,0.28479,0.39369,0.8619,0.84925,0.88333,0.96585,0.94908,0.84925,0.88333,0.96585,0.94658,0.27646,0.21838,1.05901,0.83639,0.00124886,0.00124886,0.00124886
193,891.242,0.31577,0.26686,0.38018,0.86613,0.87429,0.97413,0.96387,0.94002,0.87429,0.97413,0.96387,0.9442,0.25689,0.21414,1.0799,0.84564,0.00124792,0.00124792,0.00124792
194,895.827,0.32751,0.28006,0.40334,0.85767,0.9225,0.93333,0.98503,0.96927,0.9225,0.93333,0.98503,0.96783,0.25673,0.20278,0.94024,0.83884,0.00124697,0.00124697,0.00124697
195,900.541,0.31513,0.2814,0.39896,0.866,0.94478,0.91667,0.97288,0.94816,0.94478,0.91667,0.97288,0.95412,0.26375,0.21762,0.83038,0.83835,0.00124603,0.00124603,0.00124603
196,905.143,0.30595,0.26313,0.37946,0.85165,0.89987,0.91602,0.97422,0.95733,0.89987,0.91602,0.97422,0.9541,0.25472,0.23618,0.99924,0.83482,0.00124509,0.00124509,0.00124509
197,909.723,0.31353,0.29885,0.37957,0.87452,0.92153,0.95664,0.95125,0.93674,0.92153,0.95664,0.95125,0.93747,0.26557,0.2199,1.00655,0.83521,0.00124414,0.00124414,0.00124414
198,914.3,0.34384,0.30668,0.39365,0.86092,0.92016,0.96667,0.96884,0.95594,0.92016,0.96667,0.96884,0.94808,0.26324,0.22635,0.75565,0.83678,0.0012432,0.0012432,0.0012432
199,918.921,0.31063,0.29448,0.37459,0.8541,0.88204,0.99959,0.97642,0.96535,0.88204,0.99959,0.97642,0.95665,0.25491,0.2228,0.9749,0.83411,0.00124226,0.00124226,0.00124226
200,923.51,0.29745,0.30835,0.35928,0.85139,0.87189,0.95,0.9679,0.95852,0.87189,0.95,0.9679,0.94348,0.2436,0.23388,1.11995,0.82877,0.00124132,0.00124132,0.00124132
201,928.124,0.31188,0.31859,0.38024,0.86686,0.92614,0.93372,0.9829,0.96493,0.92614,0.93372,0.9829,0.95557,0.27007,0.25372,0.78359,0.84787,0.00124037,0.00124037,0.00124037
202,932.731,0.29758,0.28304,0.41272,0.84741,0.78048,0.9146,0.92483,0.90233,0.78048,0.9146,0.92483,0.90944,0.29896,0.24249,1.50145,0.86093,0.00123943,0.00123943,0.00123943
203,937.347,0.31469,0.27264,0.38756,0.86413,0.86731,0.96791,0.93726,0.9139,0.86731,0.96791,0.93726,0.91679,0.29345,0.22739,1.19025,0.86743,0.00123849,0.00123849,0.00123849
204,941.964,0.32769,0.31522,0.43017,0.87153,0.87674,0.91667,0.93261,0.91186,0.87674,0.91667,0.93261,0.91311,0.26783,0.22318,1.05432,0.85231,0.00123754,0.00123754,0.00123754
205,946.569,0.34405,0.31097,0.41692,0.88749,0.89729,0.94525,0.96554,0.93933,0.89729,0.94525,0.96554,0.94051,0.28984,0.25296,1.02525,0.85101,0.0012366,0.0012366,0.0012366
206,951.181,0.32187,0.3172,0.38603,0.84457,0.85538,0.90188,0.96344,0.94178,0.85538,0.90188,0.96344,0.93608,0.27698,0.27294,1.14885,0.8427,0.00123566,0.00123566,0.00123566
207,955.781,0.31913,0.29028,0.41238,0.86165,0.82253,0.91047,0.96085,0.94538,0.82253,0.91047,0.96085,0.93748,0.25653,0.22187,1.2679,0.8336,0.00123471,0.00123471,0.00123471
208,960.384,0.34561,0.32163,0.43211,0.86024,0.92081,0.97878,0.958,0.94107,0.92081,0.97878,0.958,0.93756,0.24822,0.21529,0.83677,0.82829,0.00123377,0.00123377,0.00123377
209,964.986,0.31865,0.30646,0.42728,0.84728,0.80546,0.98307,0.95967,0.94692,0.80546,0.98307,0.95967,0.93562,0.25558,0.22903,0.9766,0.82549,0.00123283,0.00123283,0.00123283
210,969.571,0.331,0.28215,0.39721,0.84486,0.86552,0.95,0.95078,0.92846,0.86552,0.95,0.95078,0.92795,0.27375,0.21755,0.79905,0.83817,0.00123188,0.00123188,0.00123188
211,974.159,0.31991,0.29948,0.36331,0.85101,0.8627,0.91922,0.97649,0.94698,0.8627,0.91922,0.97649,0.95842,0.2664,0.22213,1.01224,0.84929,0.00123094,0.00123094,0.00123094
212,978.767,0.34714,0.29945,0.40064,0.86151,0.90093,0.95782,0.97742,0.94228,0.90093,0.95782,0.97742,0.94455,0.29019,0.22308,0.81651,0.84861,0.00123,0.00123,0.00123
213,983.357,0.34283,0.29048,0.40336,0.87464,0.88098,0.9776,0.95319,0.93335,0.88098,0.9776,0.95319,0.92795,0.26731,0.21769,0.88051,0.83402,0.00122905,0.00122905,0.00122905
214,987.971,0.33194,0.32088,0.3974,0.86117,0.9146,0.87708,0.96144,0.93501,0.9146,0.87708,0.96144,0.93324,0.28996,0.22977,0.93723,0.84482,0.00122811,0.00122811,0.00122811
215,992.581,0.31927,0.26822,0.39566,0.86182,0.90658,0.9153,0.95864,0.93528,0.90658,0.9153,0.95864,0.93329,0.27741,0.21904,1.07582,0.83335,0.00122717,0.00122717,0.00122717
216,997.187,0.31426,0.27144,0.40652,0.85412,0.88418,0.94159,0.9669,0.94666,0.88418,0.94159,0.9669,0.95291,0.23211,0.20903,0.93903,0.81981,0.00122622,0.00122622,0.00122622
217,1001.78,0.30766,0.28614,0.36158,0.84965,0.86337,0.99579,0.94745,0.93802,0.86337,0.99579,0.94745,0.92414,0.24664,0.2337,1.13987,0.81734,0.00122528,0.00122528,0.00122528
218,1006.39,0.30664,0.27012,0.35922,0.86062,0.86277,1,0.95875,0.94223,0.86277,1,0.95875,0.93133,0.25419,0.23413,1.09218,0.82666,0.00122434,0.00122434,0.00122434
219,1010.98,0.34283,0.29665,0.3994,0.87019,0.87827,0.93067,0.95132,0.94052,0.87827,0.93067,0.95132,0.92281,0.25512,0.224,0.99723,0.83026,0.0012234,0.0012234,0.0012234
220,1015.58,0.32044,0.30122,0.37959,0.86786,0.87612,0.96667,0.96972,0.96381,0.87612,0.96667,0.96972,0.94935,0.24161,0.21503,0.8379,0.83296,0.00122245,0.00122245,0.00122245
221,1020.17,0.28548,0.27161,0.36799,0.85484,0.89379,0.99844,0.97605,0.96091,0.89379,0.99844,0.97605,0.95796,0.25064,0.20024,0.78617,0.82868,0.00122151,0.00122151,0.00122151
222,1024.77,0.33665,0.28757,0.35897,0.86852,0.88438,0.96811,0.95907,0.93416,0.88438,0.96811,0.95907,0.92809,0.27714,0.22626,0.94693,0.82969,0.00122057,0.00122057,0.00122057
223,1029.36,0.33548,0.32829,0.36388,0.84838,0.89888,0.91227,0.97637,0.95838,0.89888,0.91227,0.97637,0.94901,0.23232,0.21619,0.90933,0.81801,0.00121962,0.00121962,0.00121962
224,1033.96,0.29958,0.2928,0.34617,0.84022,0.89016,0.76667,0.93603,0.82573,0.89016,0.76667,0.92611,0.7651,0.69618,2.95383,2.09174,1.08085,0.00121868,0.00121868,0.00121868
225,1038.54,0.33888,0.27815,0.38095,0.86113,0.86333,0.92689,0.96406,0.9555,0.86333,0.92689,0.96406,0.94178,0.2627,0.21431,0.9099,0.83159,0.00121774,0.00121774,0.00121774
226,1043.14,0.3328,0.29582,0.36624,0.86846,0.89342,0.93333,0.96899,0.95704,0.89342,0.93333,0.96899,0.95108,0.25823,0.24314,0.91507,0.82611,0.00121679,0.00121679,0.00121679
227,1047.75,0.33147,0.28493,0.36576,0.85076,0.94376,0.9,0.95799,0.86998,0.94376,0.9,0.95799,0.8893,0.5597,0.69696,1.21257,1.1064,0.00121585,0.00121585,0.00121585
228,1052.35,0.32917,0.28739,0.40487,0.85414,0.93102,0.93333,0.97254,0.94455,0.93102,0.93333,0.97254,0.9571,0.27904,0.24107,1.10476,0.83745,0.00121491,0.00121491,0.00121491
229,1056.95,0.30123,0.32035,0.3508,0.84801,0.84134,0.95312,0.95881,0.9475,0.84134,0.95312,0.95881,0.92526,0.24724,0.22102,1.12569,0.8318,0.00121396,0.00121396,0.00121396
230,1061.56,0.30753,0.29884,0.3515,0.86027,0.92114,0.95815,0.97356,0.95025,0.92114,0.95815,0.97356,0.95278,0.28524,0.28277,1.03589,0.84686,0.00121302,0.00121302,0.00121302
231,1066.18,0.32347,0.30924,0.38247,0.86706,0.95692,0.98333,0.99341,0.96771,0.95692,0.98333,0.99341,0.96526,0.29347,0.24026,0.6732,0.85989,0.00121208,0.00121208,0.00121208
232,1070.8,0.30636,0.27764,0.32223,0.84404,0.93299,0.98333,0.98154,0.95757,0.93299,0.98333,0.98154,0.95916,0.28994,0.21626,0.75754,0.84841,0.00121113,0.00121113,0.00121113
233,1075.41,0.30724,0.28485,0.3343,0.86011,0.91679,0.98636,0.96102,0.94173,0.91679,0.98636,0.96102,0.92835,0.25131,0.2128,0.92077,0.83816,0.00121019,0.00121019,0.00121019
234,1080.01,0.29008,0.29228,0.40634,0.86276,0.88263,0.97915,0.97885,0.96144,0.88263,0.97915,0.97885,0.95244,0.24618,0.20752,0.81389,0.83444,0.00120925,0.00120925,0.00120925
235,1084.61,0.28763,0.26754,0.36502,0.84518,0.89348,0.93699,0.9819,0.97119,0.89348,0.93699,0.9819,0.96287,0.2464,0.21134,0.88745,0.83334,0.00120831,0.00120831,0.00120831
236,1089.22,0.29981,0.30626,0.36466,0.85692,0.91403,0.91808,0.9808,0.95638,0.91403,0.91808,0.9808,0.94749,0.29849,0.24399,0.94225,0.84298,0.00120736,0.00120736,0.00120736
237,1093.82,0.29682,0.2706,0.34836,0.85282,0.91542,0.87496,0.98008,0.95082,0.91542,0.87496,0.98008,0.96044,0.26604,0.23365,0.84433,0.8359,0.00120642,0.00120642,0.00120642
238,1098.45,0.2948,0.2659,0.37085,0.8537,0.93405,0.95,0.98426,0.95791,0.93405,0.95,0.98426,0.95882,0.27059,0.23592,0.80043,0.83762,0.00120548,0.00120548,0.00120548
239,1103.07,0.2985,0.27462,0.35593,0.8479,0.93063,0.94752,0.98521,0.96115,0.93063,0.94752,0.98521,0.96104,0.24326,0.21339,0.85558,0.82256,0.00120453,0.00120453,0.00120453
240,1107.67,0.29239,0.32516,0.36171,0.84206,0.94116,1,0.98548,0.97286,0.94116,1,0.98548,0.96697,0.22343,0.18729,0.78517,0.82261,0.00120359,0.00120359,0.00120359
241,1112.37,0.31744,0.27992,0.36123,0.86841,0.90959,0.98339,0.98424,0.97426,0.90959,0.98339,0.98424,0.96319,0.22601,0.21226,0.76547,0.82551,0.00120265,0.00120265,0.00120265
242,1116.98,0.29304,0.27146,0.35683,0.86785,0.91524,0.95163,0.96691,0.94873,0.91524,0.95163,0.96691,0.93995,0.25287,0.22913,0.99854,0.83334,0.0012017,0.0012017,0.0012017
243,1121.57,0.30772,0.3004,0.35751,0.86446,0.89718,0.93916,0.9737,0.95369,0.89718,0.93916,0.9737,0.93963,0.25565,0.24947,0.94058,0.83556,0.00120076,0.00120076,0.00120076
244,1126.17,0.33351,0.27043,0.38733,0.88877,0.92488,0.93354,0.97536,0.95071,0.92488,0.93354,0.97536,0.95147,0.26391,0.23459,0.81746,0.84006,0.00119982,0.00119982,0.00119982
245,1130.77,0.29245,0.25814,0.34555,0.86987,0.9003,0.94729,0.96981,0.95125,0.9003,0.94729,0.96981,0.95249,0.23805,0.225,0.86556,0.82609,0.00119887,0.00119887,0.00119887
246,1135.37,0.29915,0.29244,0.37249,0.85303,0.96351,0.95,0.97834,0.96007,0.96351,0.95,0.97834,0.95799,0.26212,0.20552,0.72205,0.83174,0.00119793,0.00119793,0.00119793
247,1140,0.32639,0.40977,0.38329,0.85447,0.94038,0.93333,0.97299,0.95688,0.94038,0.93333,0.97299,0.94928,0.24682,0.23045,0.76778,0.82887,0.00119699,0.00119699,0.00119699
248,1144.61,0.32612,0.31317,0.37784,0.87529,0.88721,0.93619,0.97094,0.95765,0.88721,0.93619,0.97094,0.94273,0.23242,0.20808,0.89775,0.82773,0.00119604,0.00119604,0.00119604
249,1149.2,0.30618,0.28363,0.35916,0.86064,0.89674,0.94655,0.9762,0.95956,0.89674,0.94655,0.9762,0.94801,0.24281,0.21751,0.93832,0.83,0.0011951,0.0011951,0.0011951
250,1153.81,0.30344,0.2915,0.34004,0.871,0.8895,0.95272,0.96802,0.94183,0.8895,0.95272,0.96802,0.92742,0.27729,0.2592,0.89598,0.84008,0.00119416,0.00119416,0.00119416
251,1158.4,0.3054,0.30892,0.32449,0.85041,0.86523,0.93483,0.97028,0.95084,0.86523,0.93483,0.97028,0.94767,0.27125,0.23885,0.91178,0.83616,0.00119322,0.00119322,0.00119322
252,1162.99,0.26287,0.25563,0.32707,0.8381,0.90299,0.92954,0.97918,0.9659,0.90299,0.92954,0.97918,0.9554,0.2272,0.22567,0.92198,0.82048,0.00119227,0.00119227,0.00119227
253,1167.59,0.2923,0.26607,0.34848,0.83814,0.87871,0.93333,0.97123,0.94967,0.87871,0.93333,0.97123,0.94734,0.26091,0.2289,0.91385,0.82659,0.00119133,0.00119133,0.00119133
254,1172.19,0.31004,0.30754,0.37953,0.84877,0.91334,0.92482,0.96478,0.94936,0.91334,0.92482,0.96478,0.94513,0.24714,0.22937,0.94553,0.8247,0.00119039,0.00119039,0.00119039
255,1176.79,0.31588,0.30099,0.33222,0.85413,0.88796,0.93333,0.98272,0.96464,0.88796,0.93333,0.98272,0.96529,0.25308,0.22731,0.94054,0.8308,0.00118944,0.00118944,0.00118944
256,1181.38,0.28055,0.27537,0.32371,0.85801,0.86933,0.96667,0.9794,0.96706,0.86933,0.96667,0.9794,0.9697,0.20893,0.21995,0.82448,0.81879,0.0011885,0.0011885,0.0011885
257,1185.98,0.29998,0.30296,0.36678,0.85185,0.87707,0.98333,0.9869,0.97437,0.87707,0.98333,0.9869,0.9689,0.22387,0.21952,0.6781,0.82347,0.00118756,0.00118756,0.00118756
258,1190.7,0.31175,0.28853,0.34174,0.85642,0.88907,0.93333,0.97445,0.95773,0.88907,0.93333,0.97445,0.95854,0.22889,0.22053,0.8349,0.82448,0.00118661,0.00118661,0.00118661
259,1195.3,0.31172,0.26121,0.37128,0.86503,0.88685,0.95697,0.96641,0.95015,0.88685,0.95697,0.96641,0.93473,0.2661,0.2497,0.97513,0.83265,0.00118567,0.00118567,0.00118567
260,1199.89,0.3089,0.27575,0.37246,0.84886,0.8807,0.9595,0.96696,0.95733,0.8807,0.9595,0.96696,0.94539,0.23594,0.2444,1.01902,0.82252,0.00118473,0.00118473,0.00118473
261,1204.49,0.30998,0.31268,0.36651,0.85267,0.90102,0.93416,0.9719,0.952,0.90102,0.93416,0.9719,0.95482,0.26429,0.23571,1.05524,0.83331,0.00118378,0.00118378,0.00118378
