epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
251,10386.6,0.16248,0.12531,0.1997,0.83257,0.99927,0.99491,0.9949,0.9949,0.99927,0.99491,0.9949,0.9949,0.04634,0.07761,0.21404,0.58049,0.00835,0.00835,0.00835
252,10428.1,0.16347,0.12686,0.20307,0.83065,0.99912,0.99481,0.9949,0.9949,0.99912,0.99481,0.9949,0.9949,0.04616,0.07769,0.21329,0.58042,0.0083434,0.0083434,0.0083434
253,10469.5,0.16824,0.13103,0.21085,0.82779,0.9992,0.99484,0.9949,0.9949,0.9992,0.99484,0.9949,0.9949,0.04619,0.07772,0.21507,0.58045,0.0083368,0.0083368,0.0083368
254,10510.8,0.16421,0.12457,0.20412,0.83118,0.99914,0.9948,0.9949,0.9949,0.99914,0.9948,0.9949,0.9949,0.0462,0.07759,0.21114,0.58034,0.0083302,0.0083302,0.0083302
255,10552.2,0.16076,0.13411,0.20503,0.83077,0.99915,0.99477,0.9949,0.9949,0.99915,0.99477,0.9949,0.9949,0.0461,0.0774,0.22153,0.58031,0.0083236,0.0083236,0.0083236
256,10593.7,0.16458,0.12461,0.19767,0.82934,0.99909,0.99471,0.9949,0.9949,0.99909,0.99471,0.9949,0.9949,0.04594,0.07727,0.22134,0.58013,0.008317,0.008317,0.008317
257,10635.1,0.16191,0.12468,0.19208,0.83019,0.99902,0.99471,0.9949,0.9949,0.99902,0.99471,0.9949,0.9949,0.04578,0.07724,0.20168,0.5799,0.0083104,0.0083104,0.0083104
258,10676.5,0.16484,0.13021,0.20485,0.83135,0.99897,0.99473,0.9949,0.9949,0.99897,0.99473,0.9949,0.9949,0.04578,0.07724,0.18196,0.57983,0.0083038,0.0083038,0.0083038
259,10717.9,0.16216,0.12809,0.1969,0.82766,0.99877,0.99476,0.99493,0.99493,0.99877,0.99476,0.99493,0.99493,0.04592,0.07716,0.16405,0.57991,0.0082972,0.0082972,0.0082972
260,10759.3,0.15873,0.12697,0.20696,0.82765,0.99871,0.99478,0.99493,0.99493,0.99871,0.99478,0.99493,0.99493,0.04579,0.07721,0.15234,0.58,0.0082906,0.0082906,0.0082906
261,10800.6,0.16641,0.12834,0.20831,0.831,0.99858,0.99479,0.99493,0.99493,0.99858,0.99479,0.99493,0.99493,0.04585,0.07727,0.13636,0.57987,0.008284,0.008284,0.008284
262,10842,0.16265,0.12691,0.19988,0.83205,0.99884,0.9948,0.99493,0.99493,0.99884,0.9948,0.99493,0.99493,0.04585,0.07725,0.13454,0.57983,0.0082774,0.0082774,0.0082774
263,10883.3,0.16133,0.12932,0.19952,0.83066,0.99891,0.99481,0.99493,0.99493,0.99891,0.99481,0.99493,0.99493,0.04566,0.07718,0.13328,0.57976,0.0082708,0.0082708,0.0082708
264,10924.7,0.16132,0.12234,0.2029,0.83064,0.999,0.99484,0.99493,0.99493,0.999,0.99484,0.99493,0.99493,0.04552,0.07715,0.13325,0.57985,0.0082642,0.0082642,0.0082642
265,10966.1,0.16043,0.12575,0.19416,0.82992,0.9991,0.99492,0.99495,0.99495,0.9991,0.99492,0.99495,0.99495,0.04529,0.07722,0.12991,0.57997,0.0082576,0.0082576,0.0082576
266,11007.5,0.16474,0.12507,0.20133,0.83002,0.9992,0.995,0.99493,0.99493,0.9992,0.995,0.99493,0.99493,0.04531,0.07722,0.12705,0.58,0.008251,0.008251,0.008251
267,11048.9,0.16214,0.12781,0.19463,0.83101,0.99922,0.995,0.99493,0.99493,0.99922,0.995,0.99493,0.99491,0.04515,0.07724,0.12125,0.58007,0.0082444,0.0082444,0.0082444
268,11090.2,0.16096,0.1264,0.19416,0.82878,0.99927,0.995,0.99493,0.99493,0.99927,0.995,0.99493,0.99493,0.04506,0.07726,0.1155,0.57994,0.0082378,0.0082378,0.0082378
269,11131.4,0.15994,0.12156,0.19599,0.82963,0.99923,0.995,0.99495,0.99495,0.99923,0.995,0.99495,0.99495,0.04483,0.07724,0.11498,0.58004,0.0082312,0.0082312,0.0082312
270,11172.8,0.16232,0.13026,0.19841,0.83065,0.99918,0.995,0.99495,0.99495,0.99918,0.995,0.99495,0.99493,0.04476,0.07722,0.11835,0.57999,0.0082246,0.0082246,0.0082246
271,11214,0.164,0.12227,0.18778,0.83141,0.99917,0.995,0.99495,0.99495,0.99917,0.995,0.99495,0.99493,0.0449,0.07732,0.11546,0.58,0.008218,0.008218,0.008218
272,11255.5,0.16023,0.12809,0.18931,0.82586,0.99916,0.995,0.99493,0.99493,0.99916,0.995,0.99493,0.99491,0.04505,0.07727,0.11316,0.57995,0.0082114,0.0082114,0.0082114
273,11296.8,0.16227,0.1316,0.19835,0.83046,0.9992,0.995,0.99492,0.99492,0.9992,0.995,0.99492,0.9949,0.04518,0.07732,0.11092,0.57987,0.0082048,0.0082048,0.0082048
274,11338.3,0.15657,0.12027,0.1958,0.82966,0.99925,0.995,0.99492,0.99492,0.99925,0.995,0.99492,0.99492,0.04521,0.07737,0.11192,0.57979,0.0081982,0.0081982,0.0081982
275,11379.7,0.16001,0.11993,0.19614,0.82952,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04516,0.07746,0.11288,0.57979,0.0081916,0.0081916,0.0081916
276,11421.2,0.16079,0.12248,0.19269,0.82637,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04499,0.07758,0.1136,0.57971,0.008185,0.008185,0.008185
277,11462.6,0.15739,0.12045,0.19507,0.82645,0.99928,0.995,0.99492,0.99492,0.99928,0.995,0.99492,0.99492,0.04463,0.07757,0.11541,0.57966,0.0081784,0.0081784,0.0081784
278,11504,0.16095,0.12064,0.20189,0.82759,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04462,0.0776,0.11275,0.57955,0.0081718,0.0081718,0.0081718
279,11545.4,0.15628,0.12403,0.19249,0.82762,0.99929,0.995,0.99493,0.99493,0.99929,0.995,0.99493,0.99493,0.04458,0.07758,0.11199,0.57952,0.0081652,0.0081652,0.0081652
280,11586.7,0.16268,0.13407,0.20128,0.82806,0.99928,0.995,0.99493,0.99493,0.99928,0.995,0.99493,0.99493,0.04464,0.07749,0.11261,0.57953,0.0081586,0.0081586,0.0081586
281,11628,0.15785,0.12071,0.19207,0.82724,0.99929,0.995,0.99493,0.99493,0.99929,0.995,0.99493,0.99493,0.04466,0.07743,0.11411,0.5795,0.008152,0.008152,0.008152
282,11669.4,0.15995,0.12592,0.19602,0.82731,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04472,0.07732,0.11618,0.57936,0.0081454,0.0081454,0.0081454
283,11710.8,0.15713,0.11973,0.1877,0.82909,0.99928,0.995,0.99493,0.99493,0.99928,0.995,0.99493,0.99493,0.0445,0.07725,0.11208,0.57931,0.0081388,0.0081388,0.0081388
284,11752.2,0.15595,0.11752,0.19535,0.82887,0.99923,0.995,0.99493,0.99493,0.99923,0.995,0.99493,0.99493,0.04436,0.07719,0.11,0.57924,0.0081322,0.0081322,0.0081322
285,11793.7,0.16166,0.12091,0.20095,0.83244,0.99922,0.995,0.99493,0.99493,0.99922,0.995,0.99493,0.99493,0.04464,0.07719,0.10927,0.5791,0.0081256,0.0081256,0.0081256
286,11835,0.159,0.12104,0.19394,0.8253,0.99923,0.995,0.99495,0.99495,0.99923,0.995,0.99495,0.99495,0.04463,0.0771,0.10954,0.57906,0.008119,0.008119,0.008119
287,11876.5,0.16441,0.12892,0.19867,0.82716,0.9992,0.995,0.99495,0.99495,0.9992,0.995,0.99495,0.99495,0.04467,0.07702,0.10818,0.57901,0.0081124,0.0081124,0.0081124
288,11917.8,0.15656,0.12689,0.20201,0.8268,0.99918,0.995,0.99495,0.99495,0.99918,0.995,0.99495,0.99495,0.04464,0.07701,0.10735,0.57891,0.0081058,0.0081058,0.0081058
289,11959.2,0.15728,0.11978,0.18976,0.82488,0.99916,0.995,0.99495,0.99495,0.99916,0.995,0.99495,0.99495,0.04461,0.07698,0.10865,0.57892,0.0080992,0.0080992,0.0080992
290,12000.6,0.16012,0.12522,0.19129,0.83186,0.99903,0.99492,0.99492,0.99492,0.99903,0.99492,0.99492,0.99492,0.04453,0.07698,0.10714,0.57886,0.0080926,0.0080926,0.0080926
291,12041.8,0.15976,0.12221,0.19638,0.82792,0.99877,0.99483,0.99492,0.99492,0.99877,0.99483,0.99492,0.99492,0.04449,0.077,0.10678,0.579,0.008086,0.008086,0.008086
292,12083.2,0.15737,0.12166,0.19476,0.82615,0.99854,0.99481,0.99492,0.99492,0.99854,0.99481,0.99492,0.99492,0.04436,0.07703,0.10403,0.57899,0.0080794,0.0080794,0.0080794
293,12124.6,0.15534,0.11959,0.19467,0.82525,0.99846,0.99481,0.99492,0.99492,0.99846,0.99481,0.99492,0.99492,0.04412,0.07697,0.1019,0.57907,0.0080728,0.0080728,0.0080728
294,12166.1,0.15749,0.12091,0.19198,0.82837,0.99838,0.99481,0.99492,0.99492,0.99838,0.99481,0.99492,0.99492,0.04388,0.07696,0.10241,0.57901,0.0080662,0.0080662,0.0080662
295,12207.5,0.15482,0.11731,0.18969,0.82734,0.99822,0.99481,0.99492,0.99492,0.99822,0.99481,0.99492,0.99492,0.04385,0.07696,0.10357,0.5789,0.0080596,0.0080596,0.0080596
296,12248.8,0.15971,0.11807,0.19556,0.82526,0.99876,0.99482,0.99492,0.99492,0.99876,0.99482,0.99492,0.99492,0.04375,0.07686,0.10437,0.57881,0.008053,0.008053,0.008053
297,12290.1,0.1564,0.12679,0.19453,0.827,0.99921,0.995,0.99492,0.99492,0.99921,0.995,0.99492,0.99492,0.04348,0.07683,0.10431,0.57859,0.0080464,0.0080464,0.0080464
298,12331.4,0.15639,0.11721,0.19096,0.82954,0.99924,0.995,0.99492,0.99492,0.99924,0.995,0.99492,0.99492,0.04342,0.07677,0.10436,0.57863,0.0080398,0.0080398,0.0080398
299,12372.8,0.16018,0.12162,0.19454,0.82821,0.99924,0.995,0.99492,0.99492,0.99924,0.995,0.99492,0.99492,0.04324,0.07674,0.10474,0.57865,0.0080332,0.0080332,0.0080332
300,12414.2,0.16142,0.12366,0.20026,0.82711,0.99927,0.995,0.99492,0.99492,0.99927,0.995,0.99492,0.99492,0.04312,0.07673,0.10444,0.5786,0.0080266,0.0080266,0.0080266
301,12455.4,0.15461,0.12708,0.19546,0.83216,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04318,0.07668,0.10637,0.57861,0.00802,0.00802,0.00802
302,12496.7,0.15833,0.12222,0.19509,0.8299,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04321,0.07663,0.10796,0.57863,0.0080134,0.0080134,0.0080134
303,12538.1,0.15983,0.12104,0.19532,0.82654,0.99929,0.995,0.99492,0.99492,0.99929,0.995,0.99492,0.99492,0.04311,0.07655,0.10743,0.57859,0.0080068,0.0080068,0.0080068
304,12579.5,0.1548,0.1171,0.19007,0.82448,0.99931,0.995,0.99492,0.99491,0.99931,0.995,0.99492,0.99492,0.0431,0.07648,0.10727,0.57862,0.0080002,0.0080002,0.0080002
305,12620.9,0.15507,0.12153,0.19156,0.82796,0.99932,0.995,0.99492,0.99491,0.99932,0.995,0.99492,0.99492,0.04292,0.07646,0.10745,0.57861,0.0079936,0.0079936,0.0079936
306,12662.4,0.15564,0.11809,0.19302,0.83103,0.99933,0.995,0.99492,0.99491,0.99933,0.995,0.99492,0.99492,0.04303,0.07642,0.10661,0.57867,0.007987,0.007987,0.007987
307,12703.8,0.16107,0.11568,0.19151,0.82993,0.99933,0.995,0.99492,0.99491,0.99933,0.995,0.99492,0.99492,0.04302,0.07638,0.10691,0.57859,0.0079804,0.0079804,0.0079804
308,12745.2,0.15321,0.11444,0.18832,0.82725,0.99933,0.995,0.99492,0.99491,0.99933,0.995,0.99492,0.99492,0.04287,0.07632,0.10649,0.5786,0.0079738,0.0079738,0.0079738
309,12786.6,0.16035,0.11453,0.19384,0.83152,0.99934,0.995,0.99492,0.99491,0.99934,0.995,0.99492,0.99492,0.04288,0.07631,0.10671,0.57858,0.0079672,0.0079672,0.0079672
310,12827.9,0.15635,0.11865,0.19238,0.8287,0.99934,0.995,0.99492,0.99491,0.99934,0.995,0.99492,0.99492,0.04289,0.07632,0.10437,0.57853,0.0079606,0.0079606,0.0079606
311,12869.3,0.15894,0.12348,0.19412,0.83184,0.99933,0.995,0.99492,0.99491,0.99933,0.995,0.99492,0.99492,0.04301,0.07632,0.10428,0.57848,0.007954,0.007954,0.007954
312,12918.6,0.16039,0.11677,0.19314,0.83244,0.99962,0.995,0.99492,0.99492,0.99962,0.995,0.99492,0.99492,0.04291,0.07632,0.10464,0.57837,0.0079474,0.0079474,0.0079474
313,12959.9,0.16203,0.13027,0.19639,0.82735,0.99908,0.99555,0.99492,0.99492,0.99908,0.99555,0.99492,0.99492,0.04279,0.07627,0.10505,0.57852,0.0079408,0.0079408,0.0079408
314,13001.2,0.1589,0.1183,0.18731,0.82869,0.99818,0.99649,0.99492,0.99492,0.99818,0.99649,0.99492,0.99492,0.04273,0.07627,0.10358,0.57859,0.0079342,0.0079342,0.0079342
315,13042.4,0.15421,0.13197,0.17833,0.8289,0.99828,0.99648,0.99492,0.99492,0.99828,0.99648,0.99492,0.99492,0.04286,0.07627,0.10347,0.57869,0.0079276,0.0079276,0.0079276
316,13092.1,0.15582,0.11885,0.18873,0.83055,0.99845,0.99647,0.99492,0.99492,0.99845,0.99647,0.99492,0.99492,0.04293,0.07627,0.10349,0.5787,0.007921,0.007921,0.007921
317,13147.2,0.15256,0.12058,0.17787,0.82785,0.99841,0.99647,0.99492,0.99492,0.99841,0.99647,0.99492,0.99492,0.04276,0.0763,0.10419,0.57869,0.0079144,0.0079144,0.0079144
318,13188.5,0.15245,0.11495,0.18476,0.82797,0.99842,0.99647,0.99492,0.99492,0.99842,0.99647,0.99492,0.99492,0.04281,0.07635,0.10393,0.57865,0.0079078,0.0079078,0.0079078
319,13241.6,0.15414,0.12078,0.18524,0.82961,0.99843,0.99647,0.99492,0.99492,0.99843,0.99647,0.99492,0.99492,0.04273,0.07632,0.1044,0.5786,0.0079012,0.0079012,0.0079012
320,13296.3,0.15531,0.12154,0.19135,0.82512,0.99848,0.99647,0.99492,0.99492,0.99848,0.99647,0.99492,0.99492,0.04268,0.07626,0.10465,0.5786,0.0078946,0.0078946,0.0078946
321,13351.5,0.15612,0.11616,0.19927,0.82474,0.99848,0.99647,0.99492,0.99492,0.99848,0.99647,0.99492,0.99492,0.04266,0.07625,0.10425,0.57856,0.007888,0.007888,0.007888
322,13406.4,0.15659,0.1215,0.19093,0.82531,0.99839,0.99647,0.99492,0.99492,0.99839,0.99647,0.99492,0.99492,0.04259,0.07624,0.10372,0.57863,0.0078814,0.0078814,0.0078814
323,13461.7,0.15829,0.12678,0.19363,0.82586,0.9984,0.99647,0.99492,0.99492,0.9984,0.99647,0.99492,0.99492,0.04273,0.07622,0.10377,0.57869,0.0078748,0.0078748,0.0078748
324,13516.6,0.15838,0.11556,0.1869,0.82915,0.99846,0.99647,0.99492,0.99492,0.99846,0.99647,0.99492,0.99492,0.04266,0.07619,0.10469,0.57867,0.0078682,0.0078682,0.0078682
325,13571.7,0.15788,0.11623,0.1948,0.82693,0.99854,0.99647,0.99492,0.99492,0.99854,0.99647,0.99492,0.99492,0.04265,0.07613,0.10546,0.57863,0.0078616,0.0078616,0.0078616
326,13626.8,0.15566,0.11263,0.19699,0.82775,0.99858,0.99647,0.99492,0.99492,0.99858,0.99647,0.99492,0.99492,0.0426,0.0761,0.1047,0.57864,0.007855,0.007855,0.007855
327,13668.2,0.1545,0.11721,0.19448,0.82593,0.9985,0.99647,0.99492,0.99492,0.9985,0.99647,0.99492,0.99492,0.04277,0.07608,0.10517,0.57863,0.0078484,0.0078484,0.0078484
328,13721.5,0.16051,0.11802,0.18773,0.82723,0.99845,0.99647,0.99492,0.99492,0.99845,0.99647,0.99492,0.99492,0.04274,0.07605,0.10513,0.57862,0.0078418,0.0078418,0.0078418
329,13776.1,0.15616,0.12041,0.18867,0.82789,0.99855,0.99647,0.99489,0.99489,0.99855,0.99647,0.99489,0.99489,0.0426,0.07601,0.10561,0.57863,0.0078352,0.0078352,0.0078352
330,13831.3,0.15287,0.115,0.18606,0.82636,0.99866,0.99648,0.99487,0.99487,0.99866,0.99648,0.99487,0.99487,0.0427,0.07597,0.10605,0.57865,0.0078286,0.0078286,0.0078286
331,13886.4,0.15835,0.11795,0.19384,0.82632,0.99875,0.99649,0.99486,0.99486,0.99875,0.99649,0.99486,0.99486,0.04266,0.07593,0.10581,0.57871,0.007822,0.007822,0.007822
332,13941.4,0.15737,0.11883,0.18925,0.82791,0.99884,0.99652,0.99486,0.99486,0.99884,0.99652,0.99486,0.99486,0.04254,0.07586,0.10552,0.57867,0.0078154,0.0078154,0.0078154
333,13996.5,0.1613,0.1192,0.18933,0.82905,0.99895,0.99665,0.99486,0.99486,0.99895,0.99665,0.99486,0.99486,0.04257,0.07579,0.10567,0.57866,0.0078088,0.0078088,0.0078088
334,14051.5,0.15559,0.12138,0.19205,0.82725,0.9989,0.99667,0.99486,0.99486,0.9989,0.99667,0.99486,0.99486,0.04252,0.07575,0.10615,0.57862,0.0078022,0.0078022,0.0078022
335,14106.3,0.15576,0.12657,0.18885,0.82276,0.99881,0.99667,0.99486,0.99486,0.99881,0.99667,0.99486,0.99486,0.04249,0.07573,0.10662,0.5786,0.0077956,0.0077956,0.0077956
336,14147.7,0.15194,0.11677,0.18914,0.8278,0.9988,0.99667,0.99486,0.99486,0.9988,0.99667,0.99486,0.99486,0.04255,0.07571,0.10764,0.57871,0.007789,0.007789,0.007789
337,14201.6,0.1538,0.12184,0.18858,0.82797,0.99883,0.99667,0.99486,0.99486,0.99883,0.99667,0.99486,0.99486,0.04256,0.07567,0.10783,0.57885,0.0077824,0.0077824,0.0077824
338,14256.1,0.15521,0.11879,0.19046,0.8284,0.99888,0.99662,0.99486,0.99486,0.99888,0.99662,0.99486,0.99486,0.04245,0.07566,0.10722,0.57885,0.0077758,0.0077758,0.0077758
339,14311.1,0.1561,0.12069,0.18513,0.8253,0.99892,0.9966,0.99486,0.99486,0.99892,0.9966,0.99486,0.99486,0.04248,0.07561,0.10683,0.57881,0.0077692,0.0077692,0.0077692
340,14366.4,0.15662,0.11752,0.18714,0.82857,0.99899,0.99659,0.99486,0.99486,0.99899,0.99659,0.99486,0.99486,0.04251,0.07557,0.10569,0.57886,0.0077626,0.0077626,0.0077626
341,14421.4,0.15369,0.11706,0.18202,0.82836,0.999,0.99662,0.99484,0.99484,0.999,0.99662,0.99484,0.99484,0.04248,0.0755,0.10526,0.57886,0.007756,0.007756,0.007756
342,14476.4,0.15328,0.11515,0.1807,0.82285,0.99901,0.99667,0.99484,0.99484,0.99901,0.99667,0.99484,0.99484,0.04242,0.07546,0.10481,0.57884,0.0077494,0.0077494,0.0077494
343,14531.5,0.15566,0.11644,0.18874,0.83264,0.99895,0.99667,0.99484,0.99484,0.99895,0.99667,0.99484,0.99484,0.04231,0.07542,0.10384,0.57879,0.0077428,0.0077428,0.0077428
