epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
118,4884.07,0.19954,0.16085,0.24012,0.84179,0.99582,0.99333,0.99452,0.99439,0.99582,0.99333,0.99452,0.99428,0.07563,0.08902,0.96899,0.58759,0.0092278,0.0092278,0.0092278
119,4925.47,0.19724,0.15707,0.24609,0.83395,0.99398,0.995,0.99462,0.99455,0.99398,0.995,0.99462,0.99454,0.07457,0.09017,0.69685,0.5875,0.0092212,0.0092212,0.0092212
120,4966.85,0.19746,0.15635,0.25367,0.83622,0.99583,0.99333,0.9945,0.9941,0.99583,0.99333,0.9945,0.99437,0.07423,0.08967,0.5491,0.58717,0.0092146,0.0092146,0.0092146
121,5008.19,0.19936,0.16103,0.24861,0.83951,0.99919,0.99333,0.99476,0.99449,0.99919,0.99333,0.99476,0.99467,0.0753,0.08947,0.46244,0.5879,0.009208,0.009208,0.009208
122,5049.61,0.1969,0.15906,0.25106,0.83722,0.99739,0.99466,0.99482,0.99481,0.99739,0.99466,0.99482,0.99456,0.07249,0.08795,0.57475,0.58644,0.0092014,0.0092014,0.0092014
123,5091.01,0.19685,0.1572,0.24522,0.83701,0.99851,0.99598,0.99497,0.99495,0.99851,0.99598,0.99497,0.99473,0.07007,0.08883,0.27903,0.58682,0.0091948,0.0091948,0.0091948
124,5132.44,0.19766,0.15769,0.24158,0.8368,0.99871,0.99667,0.99495,0.99495,0.99871,0.99667,0.99495,0.99492,0.0702,0.08932,0.36364,0.58566,0.0091882,0.0091882,0.0091882
125,5173.96,0.20344,0.15615,0.24588,0.8373,0.99689,0.99833,0.99498,0.99497,0.99689,0.99833,0.99498,0.99464,0.07556,0.08927,0.43072,0.5881,0.0091816,0.0091816,0.0091816
126,5215.45,0.19526,0.15302,0.2361,0.83697,0.99775,0.99628,0.99495,0.9947,0.99775,0.99628,0.99495,0.99462,0.07321,0.08866,0.24372,0.58739,0.009175,0.009175,0.009175
127,5256.91,0.19025,0.15622,0.23906,0.83013,0.99571,0.995,0.99478,0.99476,0.99571,0.995,0.99478,0.9947,0.07151,0.08907,0.18786,0.58657,0.0091684,0.0091684,0.0091684
128,5298.23,0.19464,0.15375,0.24527,0.83885,0.99869,0.995,0.99478,0.99468,0.99869,0.995,0.99478,0.9946,0.07107,0.08711,0.27794,0.58688,0.0091618,0.0091618,0.0091618
129,5339.6,0.19585,0.15531,0.24448,0.83593,0.99678,0.99792,0.995,0.995,0.99678,0.99792,0.995,0.99456,0.07154,0.0896,0.33794,0.5873,0.0091552,0.0091552,0.0091552
130,5380.97,0.19262,0.15972,0.24164,0.83288,0.99875,0.995,0.99474,0.99472,0.99875,0.995,0.99474,0.99451,0.06973,0.08976,0.27963,0.58628,0.0091486,0.0091486,0.0091486
131,5422.38,0.19651,0.16551,0.24184,0.84001,0.99942,0.99639,0.9948,0.99479,0.99942,0.99639,0.9948,0.9945,0.07107,0.09044,0.5183,0.58692,0.009142,0.009142,0.009142
132,5463.79,0.18789,0.15502,0.22699,0.83215,0.99929,0.99421,0.99483,0.99483,0.99929,0.99421,0.99483,0.99449,0.06927,0.08923,0.40218,0.58735,0.0091354,0.0091354,0.0091354
133,5505.22,0.19125,0.15836,0.23303,0.8338,0.99801,0.995,0.99493,0.99487,0.99801,0.995,0.99493,0.99484,0.06833,0.08804,0.49197,0.58691,0.0091288,0.0091288,0.0091288
134,5546.51,0.18954,0.16673,0.23778,0.83619,0.99665,0.995,0.99489,0.99487,0.99665,0.995,0.99489,0.99468,0.07008,0.08825,0.28059,0.58594,0.0091222,0.0091222,0.0091222
135,5587.7,0.198,0.16244,0.23925,0.83825,0.99808,0.99309,0.9949,0.99485,0.99808,0.99309,0.9949,0.99483,0.06767,0.09009,0.1943,0.5863,0.0091156,0.0091156,0.0091156
136,5628.93,0.19851,0.15791,0.23821,0.83699,0.99892,0.9981,0.995,0.995,0.99892,0.9981,0.995,0.99472,0.06935,0.08861,0.24536,0.58655,0.009109,0.009109,0.009109
137,5670.28,0.18845,0.15526,0.23758,0.83471,0.99939,0.99333,0.99482,0.99481,0.99939,0.99333,0.99482,0.99457,0.06722,0.09015,0.23035,0.58627,0.0091024,0.0091024,0.0091024
138,5711.62,0.18923,0.1587,0.23506,0.83321,0.99907,0.99667,0.99495,0.99495,0.99907,0.99667,0.99495,0.99487,0.06576,0.08946,0.30207,0.58671,0.0090958,0.0090958,0.0090958
139,5752.92,0.19444,0.15632,0.23829,0.83494,0.99697,0.99799,0.99497,0.99497,0.99697,0.99799,0.99497,0.99488,0.06658,0.08918,0.1951,0.58575,0.0090892,0.0090892,0.0090892
140,5794.16,0.1952,0.16225,0.23063,0.84,0.99937,0.99286,0.99474,0.99451,0.99937,0.99286,0.99474,0.99462,0.06754,0.08728,0.40875,0.58599,0.0090826,0.0090826,0.0090826
141,5835.49,0.19167,0.15583,0.23862,0.83747,0.99586,0.99627,0.99489,0.99483,0.99586,0.99627,0.99489,0.99481,0.06709,0.08853,0.32953,0.58554,0.009076,0.009076,0.009076
142,5876.91,0.19502,0.15362,0.23132,0.83914,0.99767,0.99479,0.99487,0.99484,0.99767,0.99479,0.99487,0.99481,0.06616,0.08573,0.12838,0.58655,0.0090694,0.0090694,0.0090694
143,5918.16,0.19133,0.1579,0.23113,0.83407,0.9974,0.99131,0.99481,0.99479,0.9974,0.99131,0.99481,0.99451,0.06479,0.08623,0.29951,0.58707,0.0090628,0.0090628,0.0090628
144,5959.37,0.18895,0.15227,0.23226,0.83008,0.99052,0.99833,0.9949,0.99479,0.99052,0.99833,0.9949,0.9947,0.06589,0.08813,0.57552,0.5877,0.0090562,0.0090562,0.0090562
145,6000.68,0.18995,0.16105,0.22573,0.83386,0.99673,0.99305,0.99484,0.99484,0.99673,0.99305,0.99484,0.99461,0.06439,0.08817,0.42722,0.58699,0.0090496,0.0090496,0.0090496
146,6042,0.18907,0.15617,0.23231,0.83936,0.99746,0.995,0.99485,0.9948,0.99746,0.995,0.99485,0.99475,0.06677,0.08745,0.57031,0.58819,0.009043,0.009043,0.009043
147,6083.29,0.18983,0.15468,0.2474,0.83354,0.99696,0.99608,0.99498,0.99497,0.99696,0.99608,0.99498,0.99481,0.06516,0.0877,0.28442,0.58529,0.0090364,0.0090364,0.0090364
148,6124.46,0.18668,0.15724,0.22598,0.83273,0.99675,0.99488,0.99498,0.99498,0.99675,0.99488,0.99498,0.99473,0.06414,0.08746,0.20444,0.5847,0.0090298,0.0090298,0.0090298
149,6165.65,0.19241,0.15774,0.23452,0.83517,0.9973,0.99711,0.995,0.995,0.9973,0.99711,0.995,0.99457,0.06483,0.08801,0.19183,0.58519,0.0090232,0.0090232,0.0090232
150,6206.9,0.18846,0.1543,0.2195,0.83201,0.99915,0.99167,0.99492,0.99492,0.99915,0.99167,0.99492,0.99456,0.06531,0.0884,0.27791,0.5855,0.0090166,0.0090166,0.0090166
151,6248.26,0.19103,0.15578,0.2334,0.83564,0.99701,0.99643,0.99493,0.99493,0.99701,0.99643,0.99493,0.99472,0.06312,0.08734,0.42114,0.58529,0.00901,0.00901,0.00901
152,6289.54,0.19228,0.15868,0.23084,0.8348,0.99767,0.995,0.99482,0.99476,0.99767,0.995,0.99482,0.99475,0.06189,0.08671,0.46954,0.58412,0.0090034,0.0090034,0.0090034
153,6330.94,0.18903,0.14874,0.22407,0.83346,0.99753,0.995,0.99488,0.9948,0.99753,0.995,0.99488,0.99469,0.06315,0.08737,0.41737,0.58416,0.0089968,0.0089968,0.0089968
154,6372.32,0.18541,0.15572,0.22438,0.83257,0.99917,0.99648,0.99493,0.99492,0.99917,0.99648,0.99493,0.99464,0.06345,0.08938,0.252,0.5853,0.0089902,0.0089902,0.0089902
155,6413.73,0.19088,0.15413,0.22873,0.83715,0.99923,0.995,0.99498,0.99497,0.99923,0.995,0.99498,0.9947,0.06244,0.08821,0.16961,0.58532,0.0089836,0.0089836,0.0089836
156,6455.08,0.18808,0.15374,0.22601,0.83834,0.99455,0.99969,0.99497,0.99496,0.99455,0.99969,0.99497,0.99487,0.06188,0.08783,0.26136,0.58566,0.008977,0.008977,0.008977
157,6496.32,0.18646,0.15542,0.22297,0.8355,0.99944,0.99184,0.99493,0.99491,0.99944,0.99184,0.99493,0.99464,0.06315,0.08775,0.18986,0.58455,0.0089704,0.0089704,0.0089704
158,6537.57,0.18478,0.15565,0.22226,0.83299,0.99664,0.99333,0.99493,0.99489,0.99664,0.99333,0.99493,0.99475,0.06442,0.08815,0.1918,0.58496,0.0089638,0.0089638,0.0089638
159,6579.01,0.18212,0.15729,0.22754,0.8316,0.99924,0.99326,0.99468,0.99468,0.99924,0.99326,0.99468,0.99449,0.06331,0.08779,0.28828,0.5841,0.0089572,0.0089572,0.0089572
160,6620.37,0.18849,0.15019,0.23453,0.83512,0.9994,0.99333,0.99457,0.99456,0.9994,0.99333,0.99457,0.99437,0.06285,0.08767,0.22753,0.58413,0.0089506,0.0089506,0.0089506
161,6661.86,0.1864,0.15355,0.2238,0.83405,0.99779,0.99667,0.99478,0.99477,0.99779,0.99667,0.99478,0.99459,0.06269,0.08754,0.20274,0.58472,0.008944,0.008944,0.008944
162,6703.34,0.1861,0.15257,0.23033,0.83991,0.99823,0.99649,0.99489,0.99489,0.99823,0.99649,0.99489,0.9947,0.06253,0.08658,0.15723,0.58446,0.0089374,0.0089374,0.0089374
163,6744.61,0.18319,0.1499,0.22505,0.82797,0.99928,0.99667,0.99493,0.99493,0.99928,0.99667,0.99493,0.99475,0.06157,0.08608,0.17049,0.58377,0.0089308,0.0089308,0.0089308
164,6785.91,0.18668,0.16124,0.22889,0.83333,0.9993,0.99667,0.99487,0.99486,0.9993,0.99667,0.99487,0.99482,0.06037,0.08616,0.2369,0.5839,0.0089242,0.0089242,0.0089242
165,6827.34,0.18035,0.15669,0.21988,0.83115,0.99929,0.99667,0.99484,0.99483,0.99929,0.99667,0.99484,0.99478,0.06056,0.08594,0.2598,0.58504,0.0089176,0.0089176,0.0089176
166,6868.62,0.1834,0.15152,0.22914,0.8308,0.99918,0.99667,0.99487,0.99486,0.99918,0.99667,0.99487,0.99481,0.0596,0.0866,0.29717,0.58469,0.008911,0.008911,0.008911
167,6910.05,0.18495,0.15885,0.21953,0.83342,0.9992,0.99612,0.99493,0.99493,0.9992,0.99612,0.99493,0.99488,0.06003,0.08672,0.31208,0.58481,0.0089044,0.0089044,0.0089044
168,6951.35,0.18406,0.15098,0.21779,0.83481,0.99913,0.99667,0.99493,0.99493,0.99913,0.99667,0.99493,0.99486,0.06201,0.08768,0.30547,0.58517,0.0088978,0.0088978,0.0088978
169,6992.72,0.18437,0.15849,0.22183,0.83609,0.99947,0.99667,0.99492,0.99492,0.99947,0.99667,0.99492,0.99483,0.06176,0.08742,0.2515,0.58435,0.0088912,0.0088912,0.0088912
170,7034.04,0.18782,0.15062,0.22206,0.83808,0.99932,0.99667,0.99493,0.99493,0.99932,0.99667,0.99493,0.99487,0.06226,0.08672,0.21442,0.58413,0.0088846,0.0088846,0.0088846
171,7075.24,0.18099,0.15481,0.21447,0.82754,0.99947,0.99664,0.99493,0.99491,0.99947,0.99664,0.99493,0.99487,0.06004,0.08555,0.25102,0.58369,0.008878,0.008878,0.008878
172,7116.5,0.17957,0.15549,0.2092,0.82778,0.99946,0.99667,0.99493,0.99493,0.99946,0.99667,0.99493,0.99487,0.06026,0.0866,0.20189,0.58407,0.0088714,0.0088714,0.0088714
173,7157.85,0.18094,0.15,0.22034,0.835,0.99933,0.99667,0.99492,0.99492,0.99933,0.99667,0.99492,0.99486,0.0598,0.08678,0.19533,0.58439,0.0088648,0.0088648,0.0088648
174,7199.24,0.18994,0.15657,0.22848,0.83546,0.99903,0.99646,0.9949,0.99489,0.99903,0.99646,0.9949,0.99484,0.05947,0.08676,0.22586,0.58362,0.0088582,0.0088582,0.0088582
175,7240.61,0.18235,0.14942,0.22063,0.83732,0.9991,0.9949,0.99487,0.99487,0.9991,0.9949,0.99487,0.9948,0.05959,0.0865,0.25891,0.58288,0.0088516,0.0088516,0.0088516
176,7281.87,0.18586,0.15072,0.22296,0.83417,0.99848,0.99667,0.99489,0.99489,0.99848,0.99667,0.99489,0.99481,0.06034,0.08731,0.27169,0.58256,0.008845,0.008845,0.008845
177,7323.22,0.18995,0.16032,0.22949,0.83576,0.99883,0.995,0.99497,0.99497,0.99883,0.995,0.99497,0.9949,0.05998,0.0869,0.24826,0.5825,0.0088384,0.0088384,0.0088384
178,7364.65,0.17632,0.14821,0.21398,0.83319,0.99923,0.99499,0.99493,0.99493,0.99923,0.99499,0.99493,0.99485,0.06047,0.08609,0.20232,0.58329,0.0088318,0.0088318,0.0088318
179,7406.04,0.18437,0.15586,0.22297,0.83395,0.99903,0.99635,0.99492,0.99492,0.99903,0.99635,0.99492,0.99485,0.06149,0.08627,0.18352,0.58396,0.0088252,0.0088252,0.0088252
180,7447.39,0.18383,0.15083,0.22627,0.83303,0.99916,0.99667,0.99495,0.99495,0.99916,0.99667,0.99495,0.99486,0.06125,0.08571,0.16518,0.58348,0.0088186,0.0088186,0.0088186
181,7488.76,0.18571,0.14807,0.22956,0.83601,0.99938,0.99667,0.99498,0.99498,0.99938,0.99667,0.99498,0.9949,0.06201,0.08585,0.18746,0.58324,0.008812,0.008812,0.008812
182,7530.23,0.18004,0.14383,0.22349,0.83455,0.99916,0.99667,0.99493,0.99493,0.99916,0.99667,0.99493,0.9947,0.06154,0.08607,0.21801,0.58301,0.0088054,0.0088054,0.0088054
183,7571.69,0.18708,0.14848,0.22717,0.83497,0.99924,0.99667,0.99492,0.99492,0.99924,0.99667,0.99492,0.99481,0.06132,0.08561,0.26589,0.58394,0.0087988,0.0087988,0.0087988
184,7613.03,0.17899,0.14689,0.22011,0.82966,0.99929,0.99667,0.99492,0.99492,0.99929,0.99667,0.99492,0.99484,0.05934,0.08513,0.27473,0.58363,0.0087922,0.0087922,0.0087922
185,7654.42,0.17982,0.14368,0.22732,0.83377,0.99917,0.99667,0.99493,0.99493,0.99917,0.99667,0.99493,0.99473,0.05729,0.08401,0.29666,0.58352,0.0087856,0.0087856,0.0087856
186,7695.81,0.17598,0.14411,0.22252,0.83237,0.99914,0.99667,0.99495,0.99495,0.99914,0.99667,0.99495,0.99474,0.05692,0.08324,0.26685,0.58237,0.008779,0.008779,0.008779
187,7737.14,0.18158,0.14754,0.21602,0.83245,0.99909,0.99667,0.99498,0.99498,0.99909,0.99667,0.99498,0.99478,0.05589,0.08341,0.20129,0.58321,0.0087724,0.0087724,0.0087724
188,7778.52,0.18045,0.14729,0.21717,0.83221,0.99928,0.99667,0.99498,0.99497,0.99928,0.99667,0.99498,0.99491,0.05513,0.08281,0.18687,0.58324,0.0087658,0.0087658,0.0087658
189,7820,0.17925,0.14595,0.21264,0.82877,0.99937,0.99667,0.99498,0.99496,0.99937,0.99667,0.99498,0.99479,0.05487,0.0822,0.20972,0.58326,0.0087592,0.0087592,0.0087592
190,7861.36,0.17302,0.14166,0.2194,0.83013,0.99913,0.99656,0.99498,0.99498,0.99913,0.99656,0.99498,0.99491,0.05493,0.0821,0.20733,0.58245,0.0087526,0.0087526,0.0087526
191,7902.82,0.18187,0.14312,0.22312,0.82907,0.99854,0.99794,0.995,0.995,0.99854,0.99794,0.995,0.99493,0.05543,0.08211,0.22447,0.58266,0.008746,0.008746,0.008746
192,7944.25,0.18145,0.14352,0.22733,0.83142,0.99897,0.99655,0.99498,0.99498,0.99897,0.99655,0.99498,0.99495,0.05458,0.08209,0.23276,0.58264,0.0087394,0.0087394,0.0087394
193,7985.73,0.18025,0.14143,0.21521,0.83239,0.99894,0.99645,0.99498,0.99498,0.99894,0.99645,0.99498,0.99498,0.05455,0.08167,0.20273,0.58249,0.0087328,0.0087328,0.0087328
194,8027.25,0.1774,0.14309,0.22177,0.83259,0.99921,0.99667,0.99498,0.99498,0.99921,0.99667,0.99498,0.9949,0.05422,0.08162,0.18362,0.5823,0.0087262,0.0087262,0.0087262
195,8068.7,0.17265,0.14058,0.21285,0.83004,0.99928,0.99667,0.99498,0.99498,0.99928,0.99667,0.99498,0.99498,0.05373,0.08219,0.17501,0.58235,0.0087196,0.0087196,0.0087196
196,8110.11,0.17912,0.13864,0.21614,0.83454,0.99786,0.99667,0.99497,0.99497,0.99786,0.99667,0.99497,0.99497,0.05238,0.08148,0.32042,0.5824,0.008713,0.008713,0.008713
197,8151.51,0.17597,0.14789,0.21524,0.83275,0.99761,0.99667,0.9948,0.9948,0.99761,0.99667,0.9948,0.9948,0.05217,0.08132,0.42435,0.5823,0.0087064,0.0087064,0.0087064
198,8192.94,0.17868,0.14408,0.20779,0.82747,0.9977,0.99667,0.99485,0.99485,0.9977,0.99667,0.99485,0.99485,0.05131,0.08104,0.39087,0.5824,0.0086998,0.0086998,0.0086998
199,8234.27,0.17927,0.14589,0.21174,0.83538,0.99887,0.99667,0.99492,0.99492,0.99887,0.99667,0.99492,0.99492,0.05201,0.08074,0.26911,0.58251,0.0086932,0.0086932,0.0086932
200,8275.67,0.18244,0.14163,0.22277,0.8347,0.99956,0.99667,0.99495,0.99495,0.99956,0.99667,0.99495,0.99491,0.05281,0.08084,0.12482,0.58205,0.0086866,0.0086866,0.0086866
201,8317.13,0.17823,0.14343,0.22648,0.8356,0.99965,0.99667,0.99492,0.99492,0.99965,0.99667,0.99492,0.99492,0.05274,0.08077,0.14768,0.58124,0.00868,0.00868,0.00868
202,8358.55,0.1787,0.153,0.21403,0.82927,0.99951,0.99667,0.99489,0.99489,0.99951,0.99667,0.99489,0.99489,0.05217,0.08081,0.18083,0.58109,0.0086734,0.0086734,0.0086734
203,8399.97,0.17485,0.13811,0.2121,0.82785,0.9991,0.99652,0.99492,0.99492,0.9991,0.99652,0.99492,0.99492,0.05105,0.08095,0.15669,0.58112,0.0086668,0.0086668,0.0086668
204,8441.39,0.16976,0.13839,0.20827,0.82576,0.99896,0.99648,0.99495,0.99495,0.99896,0.99648,0.99495,0.99495,0.05062,0.08111,0.15849,0.58139,0.0086602,0.0086602,0.0086602
205,8482.73,0.17841,0.14809,0.21537,0.83205,0.99911,0.9965,0.99497,0.99497,0.99911,0.9965,0.99497,0.99494,0.05076,0.08058,0.16094,0.58118,0.0086536,0.0086536,0.0086536
206,8524.14,0.17511,0.13761,0.21717,0.82955,0.99947,0.99667,0.99498,0.99498,0.99947,0.99667,0.99498,0.99498,0.05032,0.08133,0.1273,0.58157,0.008647,0.008647,0.008647
207,8565.59,0.18026,0.14397,0.22375,0.8316,0.99935,0.99667,0.99497,0.99497,0.99935,0.99667,0.99497,0.99493,0.05023,0.08114,0.12172,0.58207,0.0086404,0.0086404,0.0086404
208,8606.95,0.17474,0.1419,0.21362,0.8281,0.99925,0.99667,0.99497,0.99497,0.99925,0.99667,0.99497,0.99492,0.05022,0.08078,0.12016,0.58228,0.0086338,0.0086338,0.0086338
209,8648.32,0.16894,0.13443,0.21423,0.82868,0.99914,0.99667,0.99493,0.99493,0.99914,0.99667,0.99493,0.99478,0.04976,0.08089,0.15296,0.58221,0.0086272,0.0086272,0.0086272
210,8689.73,0.16834,0.13876,0.21275,0.82764,0.99918,0.99667,0.99493,0.99493,0.99918,0.99667,0.99493,0.99488,0.04955,0.08063,0.15768,0.58185,0.0086206,0.0086206,0.0086206
211,8731.11,0.1728,0.13704,0.20774,0.82886,0.99936,0.99652,0.99493,0.99493,0.99936,0.99652,0.99493,0.99488,0.0498,0.08041,0.17478,0.58162,0.008614,0.008614,0.008614
212,8772.52,0.17348,0.13564,0.21404,0.83285,0.99931,0.99667,0.99489,0.99489,0.99931,0.99667,0.99489,0.99489,0.04879,0.08019,0.17559,0.58155,0.0086074,0.0086074,0.0086074
213,8813.89,0.1716,0.14204,0.21,0.833,0.99936,0.995,0.99489,0.99489,0.99936,0.995,0.99489,0.99489,0.04864,0.08016,0.18843,0.58162,0.0086008,0.0086008,0.0086008
214,8855.32,0.16365,0.13418,0.20899,0.82612,0.9993,0.995,0.99487,0.99487,0.9993,0.995,0.99487,0.99487,0.04809,0.07988,0.15997,0.5816,0.0085942,0.0085942,0.0085942
215,8896.62,0.17201,0.13977,0.2071,0.83055,0.9993,0.995,0.99484,0.99484,0.9993,0.995,0.99484,0.99484,0.04817,0.07994,0.13469,0.5817,0.0085876,0.0085876,0.0085876
216,8937.82,0.17167,0.14048,0.20621,0.83226,0.99887,0.99485,0.99484,0.99484,0.99887,0.99485,0.99484,0.99481,0.0482,0.07983,0.1332,0.58161,0.008581,0.008581,0.008581
217,8979.1,0.17457,0.13787,0.21403,0.83364,0.99851,0.99482,0.99487,0.99487,0.99851,0.99482,0.99487,0.99487,0.04842,0.07976,0.12913,0.58153,0.0085744,0.0085744,0.0085744
218,9020.2,0.16738,0.13516,0.20294,0.82791,0.99836,0.9948,0.99486,0.99486,0.99836,0.9948,0.99486,0.99486,0.0478,0.07956,0.13757,0.58153,0.0085678,0.0085678,0.0085678
219,9061.61,0.16985,0.14018,0.20546,0.83558,0.998,0.99478,0.99483,0.99483,0.998,0.99478,0.99483,0.99483,0.04808,0.07958,0.13666,0.58159,0.0085612,0.0085612,0.0085612
220,9103.03,0.16772,0.13468,0.20679,0.82966,0.99783,0.99464,0.99483,0.99483,0.99783,0.99464,0.99483,0.99482,0.04818,0.07972,0.13443,0.58135,0.0085546,0.0085546,0.0085546
221,9144.42,0.17075,0.14191,0.21261,0.83165,0.9991,0.99333,0.99481,0.99481,0.9991,0.99333,0.99481,0.99478,0.04825,0.07935,0.13696,0.58135,0.008548,0.008548,0.008548
222,9185.89,0.17042,0.14271,0.21745,0.83091,0.99908,0.99333,0.99481,0.99481,0.99908,0.99333,0.99481,0.99478,0.04864,0.07915,0.13326,0.58119,0.0085414,0.0085414,0.0085414
223,9227.32,0.16687,0.12881,0.20576,0.82887,0.99932,0.99333,0.99479,0.99479,0.99932,0.99333,0.99479,0.99479,0.04913,0.07906,0.14263,0.58126,0.0085348,0.0085348,0.0085348
224,9268.75,0.17113,0.13249,0.21614,0.82871,0.99926,0.99333,0.99479,0.99479,0.99926,0.99333,0.99479,0.99479,0.04891,0.07874,0.14896,0.58132,0.0085282,0.0085282,0.0085282
225,9310.1,0.16993,0.13404,0.20508,0.83021,0.99935,0.99333,0.99479,0.99479,0.99935,0.99333,0.99479,0.99479,0.04853,0.07903,0.14591,0.58138,0.0085216,0.0085216,0.0085216
226,9351.53,0.16461,0.13747,0.20343,0.83224,0.99934,0.99333,0.99487,0.99487,0.99934,0.99333,0.99487,0.99487,0.0485,0.07886,0.14397,0.58139,0.008515,0.008515,0.008515
227,9392.9,0.16442,0.12759,0.20527,0.82803,0.99785,0.9964,0.99492,0.99492,0.99785,0.9964,0.99492,0.99492,0.04846,0.07908,0.13418,0.58144,0.0085084,0.0085084,0.0085084
228,9434.3,0.1639,0.12714,0.2005,0.82842,0.99944,0.99517,0.99495,0.99495,0.99944,0.99517,0.99495,0.99495,0.04864,0.07895,0.12849,0.5815,0.0085018,0.0085018,0.0085018
229,9475.71,0.16451,0.12957,0.20357,0.82867,0.99849,0.99647,0.99495,0.99495,0.99849,0.99647,0.99495,0.99495,0.04865,0.0791,0.12799,0.5815,0.0084952,0.0084952,0.0084952
230,9517.13,0.16125,0.12947,0.20042,0.82846,0.99883,0.99649,0.99495,0.99495,0.99883,0.99649,0.99495,0.99495,0.0483,0.07922,0.13252,0.5814,0.0084886,0.0084886,0.0084886
231,9558.55,0.16512,0.12775,0.21195,0.83031,0.99921,0.99667,0.99495,0.99495,0.99921,0.99667,0.99495,0.99495,0.04766,0.07913,0.13484,0.58126,0.008482,0.008482,0.008482
232,9599.89,0.16908,0.14174,0.20884,0.83253,0.99921,0.99667,0.99495,0.99495,0.99921,0.99667,0.99495,0.99495,0.04735,0.07914,0.12644,0.5811,0.0084754,0.0084754,0.0084754
233,9641.31,0.16797,0.13268,0.20348,0.83162,0.99924,0.99667,0.99495,0.99495,0.99924,0.99667,0.99495,0.99495,0.04783,0.07918,0.1284,0.58121,0.0084688,0.0084688,0.0084688
234,9682.74,0.16737,0.12872,0.20343,0.83552,0.99936,0.99667,0.99495,0.99495,0.99936,0.99667,0.99495,0.99491,0.0478,0.07905,0.1276,0.58136,0.0084622,0.0084622,0.0084622
235,9724.14,0.1663,0.12906,0.19709,0.83321,0.99936,0.99667,0.99495,0.99495,0.99936,0.99667,0.99495,0.99495,0.04791,0.07899,0.12583,0.58133,0.0084556,0.0084556,0.0084556
236,9765.67,0.1687,0.13959,0.1945,0.83395,0.99965,0.99667,0.99495,0.99495,0.99965,0.99667,0.99495,0.99495,0.04793,0.07881,0.11306,0.58135,0.008449,0.008449,0.008449
237,9807.17,0.16729,0.13802,0.20259,0.83215,0.99971,0.99667,0.99495,0.99495,0.99971,0.99667,0.99495,0.99495,0.04814,0.07882,0.11313,0.58125,0.0084424,0.0084424,0.0084424
238,9848.56,0.17202,0.13035,0.20366,0.83368,0.99941,0.99824,0.995,0.995,0.99941,0.99824,0.995,0.995,0.04789,0.07857,0.11936,0.58094,0.0084358,0.0084358,0.0084358
239,9889.84,0.16687,0.13344,0.20659,0.82846,0.99933,0.99833,0.995,0.995,0.99933,0.99833,0.995,0.995,0.04755,0.07838,0.12126,0.58084,0.0084292,0.0084292,0.0084292
240,9931.1,0.16592,0.12906,0.20298,0.82853,0.99912,0.99824,0.995,0.995,0.99912,0.99824,0.995,0.995,0.04721,0.07838,0.12631,0.58072,0.0084226,0.0084226,0.0084226
241,9972.57,0.16815,0.1323,0.21001,0.82546,0.99864,0.99814,0.995,0.995,0.99864,0.99814,0.995,0.99497,0.04685,0.07819,0.13618,0.5806,0.008416,0.008416,0.008416
242,10014,0.16514,0.12369,0.19503,0.82657,0.99872,0.99814,0.995,0.995,0.99872,0.99814,0.995,0.995,0.04683,0.07813,0.15032,0.5805,0.0084094,0.0084094,0.0084094
243,10055.4,0.16449,0.12825,0.20306,0.82754,0.99847,0.99833,0.995,0.995,0.99847,0.99833,0.995,0.995,0.04666,0.07814,0.15882,0.58014,0.0084028,0.0084028,0.0084028
244,10096.8,0.17018,0.12909,0.20545,0.83349,0.9993,0.99642,0.99498,0.99498,0.9993,0.99642,0.99498,0.99498,0.04634,0.07814,0.16976,0.58009,0.0083962,0.0083962,0.0083962
245,10138.2,0.16461,0.12752,0.20957,0.83055,0.99962,0.995,0.99495,0.99494,0.99962,0.995,0.99495,0.99495,0.04647,0.078,0.18034,0.57999,0.0083896,0.0083896,0.0083896
246,10179.6,0.16544,0.13051,0.20065,0.83094,0.99929,0.995,0.99495,0.99494,0.99929,0.995,0.99495,0.99495,0.0464,0.07796,0.1808,0.58002,0.008383,0.008383,0.008383
247,10221.1,0.17014,0.12915,0.20471,0.83269,0.99933,0.995,0.99493,0.99493,0.99933,0.995,0.99493,0.99493,0.04639,0.07789,0.18034,0.58024,0.0083764,0.0083764,0.0083764
248,10262.5,0.16544,0.12841,0.21189,0.82984,0.99935,0.995,0.9949,0.99489,0.99935,0.995,0.9949,0.9949,0.04637,0.07776,0.20093,0.58029,0.0083698,0.0083698,0.0083698
249,10303.9,0.1649,0.1303,0.20104,0.82688,0.99875,0.99636,0.9949,0.9949,0.99875,0.99636,0.9949,0.9949,0.04621,0.07767,0.2079,0.5804,0.0083632,0.0083632,0.0083632
250,10345.2,0.16186,0.12539,0.20524,0.83342,0.9993,0.99494,0.99489,0.99489,0.9993,0.99494,0.99489,0.99489,0.04627,0.07757,0.21055,0.58044,0.0083566,0.0083566,0.0083566
